Linha,615
Tabela,001
num,ponto,horario
105805,TERMINAL PORTAO (SAIDA),05:40
170035,UBERLANDIA,05:46
105808,TERMINAL PORTAO (CHEGADA),06:03
105805,TERMINAL PORTAO (SAIDA),06:20
170035,UBERLANDIA,06:26
105808,TERMINAL PORTAO (CHEGADA),06:43
105805,TERMINAL PORTAO (SAIDA),07:00
170035,UBERLANDIA,07:06
105808,TERMINAL PORTAO (CHEGADA),07:23
105805,TERMINAL PORTAO (SAIDA),07:40
170035,UBERLANDIA,07:46
105808,TERMINAL PORTAO (CHEGADA),08:03
105805,TERMINAL PORTAO (SAIDA),08:20
170035,UBERLANDIA,08:26
105808,TERMINAL PORTAO (CHEGADA),08:43
105805,TERMINAL PORTAO (SAIDA),09:00
170035,UBERLANDIA,09:06
105808,TERMINAL PORTAO (CHEGADA),09:23
105805,TERMINAL PORTAO (SAIDA),09:40
170035,UBERLANDIA,09:46
105808,TERMINAL PORTAO (CHEGADA),10:03
105805,TERMINAL PORTAO (SAIDA),10:20
170035,UBERLANDIA,10:26
105808,TERMINAL PORTAO (CHEGADA),10:43
105805,TERMINAL PORTAO (SAIDA),11:00
170035,UBERLANDIA,11:06
105808,TERMINAL PORTAO (CHEGADA),11:23
105805,TERMINAL PORTAO (SAIDA),11:40
170035,UBERLANDIA,11:46
105808,TERMINAL PORTAO (CHEGADA),12:03
105805,TERMINAL PORTAO (SAIDA),12:20
170035,UBERLANDIA,12:26
105808,TERMINAL PORTAO (CHEGADA),12:43
105805,TERMINAL PORTAO (SAIDA),13:00
170035,UBERLANDIA,13:06
105808,TERMINAL PORTAO (CHEGADA),13:23
105805,TERMINAL PORTAO (SAIDA),13:40
170035,UBERLANDIA,13:46
105808,TERMINAL PORTAO (CHEGADA),14:03
105805,TERMINAL PORTAO (SAIDA),14:20
170035,UBERLANDIA,14:26
105808,TERMINAL PORTAO (CHEGADA),14:43
105805,TERMINAL PORTAO (SAIDA),15:00
170035,UBERLANDIA,15:06
105808,TERMINAL PORTAO (CHEGADA),15:23
105805,TERMINAL PORTAO (SAIDA),15:40
170035,UBERLANDIA,15:46
105808,TERMINAL PORTAO (CHEGADA),16:03
105805,TERMINAL PORTAO (SAIDA),16:20
170035,UBERLANDIA,16:26
105808,TERMINAL PORTAO (CHEGADA),16:43
105805,TERMINAL PORTAO (SAIDA),17:00
170035,UBERLANDIA,17:06
105808,TERMINAL PORTAO (CHEGADA),17:23
105805,TERMINAL PORTAO (SAIDA),17:40
170035,UBERLANDIA,17:46
105808,TERMINAL PORTAO (CHEGADA),18:03
105805,TERMINAL PORTAO (SAIDA),18:20
170035,UBERLANDIA,18:26
105808,TERMINAL PORTAO (CHEGADA),18:43
105805,TERMINAL PORTAO (SAIDA),19:00
170035,UBERLANDIA,19:06
105808,TERMINAL PORTAO (CHEGADA),19:23
105805,TERMINAL PORTAO (SAIDA),19:40
170035,UBERLANDIA,19:46
105808,TERMINAL PORTAO (CHEGADA),20:03
105805,TERMINAL PORTAO (SAIDA),20:20
170035,UBERLANDIA,20:26
105808,TERMINAL PORTAO (CHEGADA),20:43
105805,TERMINAL PORTAO (SAIDA),21:00
170035,UBERLANDIA,21:06
105808,TERMINAL PORTAO (CHEGADA),21:23
105805,TERMINAL PORTAO (SAIDA),21:40
170035,UBERLANDIA,21:46
105808,TERMINAL PORTAO (CHEGADA),22:03
105805,TERMINAL PORTAO (SAIDA),22:20
170035,UBERLANDIA,22:26
105808,TERMINAL PORTAO (CHEGADA),22:43
105805,TERMINAL PORTAO (SAIDA),23:00
170035,UBERLANDIA,23:06
105808,TERMINAL PORTAO (CHEGADA),23:23
105805,TERMINAL PORTAO (SAIDA),23:40
170035,UBERLANDIA,23:46
