Linha,703
Tabela,001
num,ponto,horario
105001,TERMINAL CAIUA,05:15
102016,PRACA RUI BARBOSA,05:45
105001,TERMINAL CAIUA,06:18
102016,PRACA RUI BARBOSA,06:58
105001,TERMINAL CAIUA,07:41
102016,PRACA RUI BARBOSA,08:36
105001,TERMINAL CAIUA,09:18
102016,PRACA RUI BARBOSA,10:01
105001,TERMINAL CAIUA,10:41
102016,PRACA RUI BARBOSA,11:21
105001,TERMINAL CAIUA,12:02
102016,PRACA RUI BARBOSA,12:46
105001,TERMINAL CAIUA,13:31
102016,PRACA RUI BARBOSA,14:15
105001,TERMINAL CAIUA,15:01
102016,PRACA RUI BARBOSA,15:44
105001,TERMINAL CAIUA,16:31
102016,PRACA RUI BARBOSA,17:24
105001,TERMINAL CAIUA,18:29
102016,PRACA RUI BARBOSA,19:24
105001,TERMINAL CAIUA,20:20
102016,PRACA RUI BARBOSA,21:00
105001,TERMINAL CAIUA,21:38
102016,PRACA RUI BARBOSA,22:12
105001,TERMINAL CAIUA,22:48
102016,PRACA RUI BARBOSA,23:24
105001,TERMINAL CAIUA,23:54
102016,PRACA RUI BARBOSA,00:25
