Linha,168
Tabela,002
num,ponto,horario
190638,BAIRRO RAPOSO TAVARES,05:38
101123,TRAVESSA NESTOR DE CASTRO,06:16
190638,BAIRRO RAPOSO TAVARES,06:48
101123,TRAVESSA NESTOR DE CASTRO,07:28
190638,BAIRRO RAPOSO TAVARES,08:07
101123,TRAVESSA NESTOR DE CASTRO,08:58
190638,BAIRRO RAPOSO TAVARES,09:40
101123,TRAVESSA NESTOR DE CASTRO,10:20
190638,BAIRRO RAPOSO TAVARES,11:00
101123,TRAVESSA NESTOR DE CASTRO,11:40
190638,BAIRRO RAPOSO TAVARES,12:20
101123,TRAVESSA NESTOR DE CASTRO,13:00
190638,BAIRRO RAPOSO TAVARES,13:40
101123,TRAVESSA NESTOR DE CASTRO,14:20
190638,BAIRRO RAPOSO TAVARES,15:00
101123,TRAVESSA NESTOR DE CASTRO,15:40
190638,BAIRRO RAPOSO TAVARES,16:10
101123,TRAVESSA NESTOR DE CASTRO,16:50
190638,BAIRRO RAPOSO TAVARES,17:30
101123,TRAVESSA NESTOR DE CASTRO,18:12
190638,BAIRRO RAPOSO TAVARES,19:00
101123,TRAVESSA NESTOR DE CASTRO,19:40
190638,BAIRRO RAPOSO TAVARES,20:20
101123,TRAVESSA NESTOR DE CASTRO,21:00
190638,BAIRRO RAPOSO TAVARES,21:40
101123,TRAVESSA NESTOR DE CASTRO,22:20
